"build_time_min","deploy_time_min","commit_size_loc","num_bugs","test_coverage_pct","ticket_resolution_h","team","module","priority","deploy_status"
7.32,9.69,116,0,48.15,47.84,"Equipo_1","Dashboard","Medium","Success"
10.97,7.33,113,0,62.12,0.96,"Equipo_2","Auth","High","Success"
6.58,6.55,119,3,96.63,27.53,"Equipo_1","Payments","Medium","Failed"
4.99,4.6,124,1,91.72,23.85,"Equipo_2","Database","Medium","Success"
8.1,1.86,112,1,49.88,3.59,"Equipo_3","API","Medium","Success"
10.54,6.83,106,1,96.19,5.83,"Equipo_1","API","Medium","Success"
9.49,12.46,125,0,84.92,4.03,"Equipo_5","API","Medium","Success"
6.61,9.67,135,2,84.77,36.96,"Equipo_4","API","Medium","Success"
4.56,5.87,115,1,63.73,25.14,"Equipo_4","Dashboard","Medium","Success"
6.6,8.69,125,0,99.56,8.28,"Equipo_3","Payments","Critical","Rolled_Back"
6.74,3.34,96,2,93.78,12.97,"Equipo_1","Database","High","Success"
17.59,9.91,116,1,68.87,20.18,"Equipo_5","Dashboard","High","Success"
9.13,6.77,113,3,81.82,24.1,"Equipo_2","Database","Medium","Success"
5.08,5,118,2,86.34,12.65,"Equipo_4","Dashboard","Critical","Success"
2.06,4.52,127,1,60,31.13,"Equipo_5","Dashboard","Medium","Success"
5.9,11.98,135,2,78.31,7.18,"Equipo_3","Auth","Low","Success"
5.94,7.08,119,3,95.6,59.82,"Equipo_1","Dashboard","Low","Success"
2.89,7.94,111,1,86.76,15.43,"Equipo_5","Database","High","Success"
15.86,4.93,121,0,63.21,38.34,"Equipo_1","API","Low","Success"
10.3,7.3,118,3,85.24,46.6,"Equipo_3","Payments","Low","Failed"
13.72,11.22,118,7,85.76,7.78,"Equipo_3","API","Low","Failed"
7.39,5.17,117,0,80.61,9.07,"Equipo_2","API","Medium","Success"
7.91,7.53,122,1,96.21,1.47,"Equipo_3","API","Medium","Success"
14.13,12.61,117,4,94.07,17.03,"Equipo_1","API","Low","Success"
13.82,6.58,110,0,90.59,26.48,"Equipo_5","API","High","Success"
5.09,11.91,113,2,77.25,19.89,"Equipo_5","Auth","Low","Success"
16.21,7.42,138,2,92.05,25.27,"Equipo_1","Database","Low","Success"
2.36,6.3,116,2,76.06,6.82,"Equipo_3","Auth","Low","Success"
9.77,8.3,117,2,53.09,27.68,"Equipo_3","Auth","Medium","Rolled_Back"
6.7,7.55,130,1,57.6,25.5,"Equipo_5","API","Low","Success"
4.92,9.25,119,5,87.36,40.23,"Equipo_3","API","Low","Success"
12.47,8.05,110,2,52.39,23.9,"Equipo_1","API","High","Success"
4.47,4.94,138,1,50.39,23.56,"Equipo_5","Database","Low","Success"
6.28,5.74,119,2,47.01,35.29,"Equipo_2","Payments","Medium","Success"
11.55,7.25,99,1,67.05,18.34,"Equipo_3","Database","Low","Success"
6.86,6.32,124,2,63.05,25.46,"Equipo_1","Auth","Medium","Success"
15.53,5.01,108,4,94.5,11.14,"Equipo_4","Dashboard","Medium","Success"
12.49,8.82,142,1,66.4,11.65,"Equipo_1","Payments","High","Rolled_Back"
4.51,8.28,115,5,58.25,18.05,"Equipo_4","Dashboard","Medium","Success"
14.7,7.77,130,3,97.22,34.89,"Equipo_4","Auth","Medium","Success"
10.09,11.76,118,4,81.79,20.5,"Equipo_5","Payments","Medium","Success"
21.42,8.92,113,4,71.03,23.59,"Equipo_3","Auth","Low","Success"
16.77,11.06,122,1,70.81,10.47,"Equipo_3","API","Low","Success"
7.19,5.6,122,1,94.78,46.05,"Equipo_2","Database","Medium","Success"
3.89,3.72,136,7,48.65,40.41,"Equipo_4","Payments","Medium","Success"
8,6.93,114,1,91.43,8.35,"Equipo_5","Payments","Low","Success"
8.97,8.82,122,1,54.56,25.97,"Equipo_3","API","Medium","Success"
4.99,12.35,128,1,78.19,50.81,"Equipo_1","Auth","High","Success"
12.6,7.82,127,2,90.88,21.66,"Equipo_5","Payments","Low","Success"
3.79,8.47,106,1,77.61,8.85,"Equipo_5","Payments","Medium","Success"
4,4.01,103,0,74,14.37,"Equipo_5","Auth","Medium","Failed"
8.64,12.15,117,2,89.47,24.18,"Equipo_4","API","Medium","Rolled_Back"
3.2,1.82,108,2,77.3,24.15,"Equipo_4","Dashboard","Critical","Success"
11.47,8.42,107,1,57.12,54.97,"Equipo_3","Database","High","Success"
14.83,4.68,110,3,80.28,23.43,"Equipo_3","Auth","Medium","Success"
11.85,11.41,115,3,70.15,17.64,"Equipo_1","API","Medium","Success"
7.32,8.85,122,4,64.65,22.28,"Equipo_4","Database","Medium","Success"
11.18,8.49,135,2,88.14,37.77,"Equipo_1","API","Medium","Failed"
6.02,9.21,141,1,70.47,35.31,"Equipo_1","Dashboard","Low","Failed"
6.95,8.1,101,0,59.63,8.6,"Equipo_5","Payments","Low","Success"
12.26,6.16,120,3,58.94,37.03,"Equipo_4","Payments","High","Success"
8.32,11.93,105,1,79.39,10.8,"Equipo_3","Auth","High","Success"
17.23,11.31,109,4,73.87,17.28,"Equipo_3","Database","Low","Success"
11.84,10.18,105,1,92.37,37.85,"Equipo_4","Payments","Low","Rolled_Back"
7.97,9.01,119,0,87.5,5.52,"Equipo_2","API","Medium","Success"
2.55,11.02,114,1,85.44,0.48,"Equipo_5","Auth","Low","Success"
4.79,7.52,120,4,66.15,39.38,"Equipo_2","Dashboard","Low","Success"
15.65,3.23,107,2,79.54,10.26,"Equipo_1","Payments","Medium","Success"
16.05,6.75,111,2,48.99,18.63,"Equipo_4","API","Medium","Success"
8.71,5.61,83,2,83.15,28.85,"Equipo_2","Auth","Medium","Failed"
8.85,8.78,122,1,94.93,31.54,"Equipo_4","API","Medium","Success"
1.68,4.56,127,1,92.03,46.05,"Equipo_5","Dashboard","High","Failed"
11.08,9.16,114,3,45.18,13.44,"Equipo_4","Auth","Low","Success"
19.64,9.14,110,0,68.21,29.03,"Equipo_2","API","Medium","Success"
16.99,10.8,136,1,66.23,18.61,"Equipo_1","Auth","Medium","Success"
10.36,11.1,131,3,82.7,15.01,"Equipo_1","Auth","High","Success"
7.88,5.98,123,2,79.22,14.15,"Equipo_2","Dashboard","Low","Failed"
2.6,12.31,119,0,45.08,40.65,"Equipo_1","API","Low","Failed"
9.47,8.58,131,0,72.04,13.17,"Equipo_5","Dashboard","Low","Success"
18.69,6.16,114,0,91.5,19.94,"Equipo_2","Database","Critical","Success"
15.34,4.46,123,2,45.72,34.98,"Equipo_1","Database","Low","Success"
6.2,13.22,129,1,83.52,6.76,"Equipo_1","API","Low","Success"
13.36,9.97,129,2,91.77,6.49,"Equipo_3","Dashboard","Low","Success"
14.19,11.25,143,1,96.67,6.39,"Equipo_3","Database","Low","Success"
12.97,6.54,132,0,62.15,6.03,"Equipo_3","Database","Low","Success"
13.05,10.1,131,1,82.19,10.42,"Equipo_1","Auth","Medium","Rolled_Back"
5.31,3.68,128,4,45.41,3.84,"Equipo_5","API","Medium","Rolled_Back"
4.55,5.94,120,2,67.14,7.82,"Equipo_4","Database","Medium","Success"
6.6,6.97,115,2,99.75,17.16,"Equipo_3","Auth","Medium","Success"
3.1,0.5,128,3,45.86,11.97,"Equipo_4","Database","High","Success"
8.35,5.24,114,1,96.54,12.68,"Equipo_5","Auth","Low","Success"
4.48,9.54,133,2,45.73,33.55,"Equipo_2","Database","Low","Success"
5.41,4.44,123,3,71.58,9.66,"Equipo_2","Database","Medium","Success"
12.71,6.97,114,2,90.44,10.48,"Equipo_5","Database","High","Success"
4.09,7.6,107,0,54.43,9.93,"Equipo_4","Database","Medium","Success"
6.75,5.8,135,0,82.56,2.7,"Equipo_3","Dashboard","High","Success"
10.29,7.89,128,3,56.82,18.51,"Equipo_1","API","Low","Success"
9.3,8.85,108,1,92.71,11.86,"Equipo_2","API","High","Success"
10.37,5.89,126,2,56.75,21.38,"Equipo_3","Auth","High","Success"
9.16,6.14,103,1,98.68,9.16,"Equipo_4","Database","Low","Rolled_Back"
11.35,9.03,119,2,54.62,42.09,"Equipo_4","API","Medium","Success"
9.65,4.52,130,1,85.31,24.25,"Equipo_3","Database","Critical","Success"
12.28,12.13,89,1,99.02,7.42,"Equipo_5","API","Medium","Failed"
9.88,11.81,111,1,56.11,64.25,"Equipo_5","Payments","High","Success"
15.28,8.71,123,0,92.71,11,"Equipo_3","Dashboard","Low","Success"
8.75,8.05,139,3,52.41,10.49,"Equipo_4","Dashboard","Low","Success"
10.61,4.37,115,0,81.19,29.17,"Equipo_5","Auth","Low","Success"
9.85,2.19,116,1,74.07,9.94,"Equipo_1","Database","Low","Failed"
10.16,12.54,120,1,49.55,52.75,"Equipo_5","Dashboard","High","Success"
8.22,3.38,142,2,53.72,15.78,"Equipo_1","API","Medium","Success"
5.81,13.05,122,2,61.77,9.86,"Equipo_4","Payments","Medium","Failed"
10.26,8.94,139,2,68.44,72.86,"Equipo_5","Database","Low","Failed"
10.69,5.94,107,1,62.25,46.04,"Equipo_4","Auth","Low","Failed"
8.87,8.26,122,2,85.68,16.58,"Equipo_3","API","Low","Success"
6.55,4.35,107,1,95.07,16.34,"Equipo_3","Payments","Medium","Failed"
3.16,7.74,131,4,87.43,15.32,"Equipo_5","Auth","Low","Success"
7.69,10.07,136,2,50.65,20.85,"Equipo_2","API","Low","Failed"
1.74,7.56,117,0,91.69,10.71,"Equipo_5","Auth","Low","Success"
9.05,9.89,124,1,46.26,6.23,"Equipo_3","Database","High","Success"
26.96,6.9,136,2,84.68,32.32,"Equipo_5","Auth","Medium","Success"
17.1,9.06,127,2,53.45,2.82,"Equipo_4","Auth","High","Success"
11.52,9,135,2,71.26,13.94,"Equipo_4","Payments","Low","Success"
17.21,8.8,133,0,98.01,54.28,"Equipo_4","Database","Critical","Success"
4.5,3.1,123,1,95.59,13.42,"Equipo_1","Payments","Low","Failed"
9.8,10.45,128,1,61.44,13.36,"Equipo_1","Dashboard","Medium","Success"
7.82,8.24,121,1,78.07,7.47,"Equipo_4","Database","Medium","Success"
15.11,11.04,134,1,75.13,5.19,"Equipo_5","API","Low","Success"
9.44,8.39,119,3,62.07,16.09,"Equipo_2","Auth","High","Success"
25.26,11.01,111,1,75.14,39.3,"Equipo_4","Dashboard","Medium","Success"
11.89,9.32,128,0,89.12,17.83,"Equipo_2","Payments","Low","Success"
3.7,13.43,119,0,92.99,3.45,"Equipo_5","Database","Critical","Failed"
16.19,9.89,110,0,74.06,73.4,"Equipo_5","Auth","Medium","Failed"
10.86,9.43,110,0,98.51,19.71,"Equipo_2","Payments","Critical","Success"
9.09,9.6,109,0,46.29,24.75,"Equipo_4","Dashboard","Medium","Success"
7.55,10.17,119,3,99.48,8.68,"Equipo_4","Dashboard","Low","Rolled_Back"
7.12,9.69,119,0,90.32,20.34,"Equipo_3","Dashboard","High","Success"
10.5,7.8,131,3,55.74,69.25,"Equipo_5","Dashboard","Low","Success"
9.27,10.94,86,0,76.64,10.11,"Equipo_1","Database","Medium","Success"
8.22,6.87,94,0,76.41,10.44,"Equipo_3","Payments","Low","Success"
14.08,11.84,114,2,98.49,103.27,"Equipo_3","Auth","Low","Success"
8.97,11.52,123,2,95.28,16.68,"Equipo_4","Database","High","Rolled_Back"
11.61,9.38,136,1,51.25,35.27,"Equipo_2","Auth","Low","Failed"
4.23,11.05,123,1,76.18,54.06,"Equipo_2","Dashboard","Low","Success"
20.21,9.53,126,2,87.64,4.31,"Equipo_4","Payments","Medium","Success"
4.21,6.57,117,1,99.06,4.56,"Equipo_3","Dashboard","Medium","Success"
5.27,8.07,125,1,76.81,13.76,"Equipo_4","Payments","Low","Success"
6.14,9.95,89,2,85.99,17.73,"Equipo_4","API","Medium","Success"
6.92,2.47,116,3,48.03,23.68,"Equipo_1","Payments","Medium","Success"
13.29,4.7,109,3,61.06,14.72,"Equipo_2","Auth","Low","Success"
5.39,6.18,110,4,80.57,23.26,"Equipo_1","Database","Medium","Success"
5.09,11.81,128,2,69.75,13.08,"Equipo_1","Dashboard","Low","Success"
12.42,5.43,143,0,68.14,11.63,"Equipo_4","Database","Medium","Success"
8.3,6.35,121,2,95.27,21.88,"Equipo_5","Auth","Low","Success"
9.7,4.96,127,2,58.53,48.59,"Equipo_4","Database","Medium","Rolled_Back"
4.52,3.01,110,4,85.98,17.91,"Equipo_5","Dashboard","High","Success"
7.05,11.1,125,2,81.32,1.96,"Equipo_4","API","Low","Success"
11.12,9.25,111,2,48.97,22.16,"Equipo_2","Dashboard","Critical","Rolled_Back"
13.5,9.09,117,0,47.39,59.32,"Equipo_1","Auth","Low","Success"
7.2,8.47,132,2,89.39,34.84,"Equipo_1","API","Low","Success"
12.02,8.29,129,1,58.61,12.41,"Equipo_5","Dashboard","Low","Rolled_Back"
6.79,9.77,115,0,97.67,35.57,"Equipo_1","Payments","Low","Rolled_Back"
8.27,5.51,135,4,62.7,6.2,"Equipo_4","Auth","Low","Success"
15.86,4.53,125,1,99.74,11.86,"Equipo_3","Payments","High","Success"
3.97,8.22,122,3,67.31,7.89,"Equipo_5","Database","Low","Success"
16.93,8.01,138,2,94.29,12.96,"Equipo_3","Database","High","Success"
3.89,6.54,124,0,91.87,15.29,"Equipo_4","Dashboard","Medium","Success"
9.84,8.5,123,0,84.01,20.22,"Equipo_1","Auth","Medium","Success"
19.29,8.34,123,0,71.55,27.71,"Equipo_1","Auth","High","Success"
9.98,4,110,1,70.59,10.53,"Equipo_3","Dashboard","Low","Success"
8.71,9.37,116,2,63.71,12.22,"Equipo_5","Payments","Low","Failed"
12.14,7.35,144,1,69.51,17.69,"Equipo_1","Auth","Medium","Success"
7.09,5.33,125,0,68.9,12.37,"Equipo_4","API","Critical","Success"
6.12,7.54,110,2,70.87,21.3,"Equipo_1","Auth","Medium","Success"
3.9,6.58,133,2,68.1,9.79,"Equipo_1","Payments","High","Success"
11.53,8.65,102,1,74.04,4.36,"Equipo_5","Database","Medium","Success"
3.55,7.82,128,0,63.53,13.93,"Equipo_2","Auth","High","Success"
6.95,8.11,133,1,67.71,15.39,"Equipo_3","Database","Low","Success"
13.83,6.72,126,1,52.71,43,"Equipo_2","Dashboard","Low","Failed"
9.29,8.65,119,0,60.63,42.26,"Equipo_1","Database","Low","Failed"
14.69,9.13,122,2,56.74,7.4,"Equipo_4","Payments","Medium","Success"
11.59,6.39,119,3,84.75,27.36,"Equipo_5","API","High","Success"
16.37,2.22,124,0,53.59,31.77,"Equipo_2","Database","Low","Failed"
9,7.63,120,2,88.65,8.11,"Equipo_2","API","Low","Success"
11.77,9.46,109,1,56.21,20.41,"Equipo_2","Dashboard","Low","Success"
12.25,13.99,131,1,54.28,2.2,"Equipo_5","Database","Medium","Success"
3.79,10.35,112,1,85.19,4.85,"Equipo_5","Dashboard","Critical","Success"
10.79,3.09,116,2,58.94,32.89,"Equipo_3","Payments","Low","Success"
11.76,11.75,132,2,73.48,36.43,"Equipo_1","API","Low","Success"
3.98,13.85,123,0,55.44,4.95,"Equipo_1","Database","Medium","Success"
17.62,11.77,140,0,60.01,22.75,"Equipo_4","Payments","Low","Rolled_Back"
5.02,9.2,134,2,65.66,12.21,"Equipo_5","Dashboard","Low","Success"
12.36,5.32,125,1,70.25,10.77,"Equipo_2","Auth","High","Success"
6.35,6.4,111,1,86.42,5.53,"Equipo_1","Auth","High","Success"
8.26,7.3,129,0,87.7,13.37,"Equipo_2","API","High","Success"
8.69,10.38,126,2,68.36,23.57,"Equipo_5","Database","Medium","Success"
16.95,6.11,100,3,98.25,4.74,"Equipo_2","Auth","Medium","Failed"
6.69,6.57,117,0,86.65,26.95,"Equipo_4","Payments","Low","Success"
5.08,5.71,116,2,75.61,8.98,"Equipo_4","Dashboard","Low","Failed"
10.21,6.66,118,2,45.24,31.07,"Equipo_2","Payments","Medium","Success"
5.22,5.27,119,2,63.8,7.17,"Equipo_1","Database","Medium","Success"
10.89,12.86,131,0,77.76,35.62,"Equipo_5","API","Low","Success"
12.21,7.28,124,0,84.48,24.84,"Equipo_3","Database","Low","Success"
18.71,8.13,113,1,68.75,20.59,"Equipo_1","Auth","Low","Success"
6.82,7.29,100,1,84.96,19.4,"Equipo_1","Auth","Medium","Success"
11.32,12.4,113,0,66.34,46.43,"Equipo_2","Payments","Low","Success"
13.42,10.97,119,3,76.93,11.41,"Equipo_5","API","Medium","Success"
11.52,6.09,91,1,67.65,21.73,"Equipo_2","Dashboard","Low","Success"
9.92,12.49,140,5,72.08,2.92,"Equipo_3","API","Low","Success"
16.58,7.21,118,1,86.89,7.59,"Equipo_2","Database","Critical","Success"
7.26,12.02,136,1,47.87,33.16,"Equipo_2","API","Medium","Success"
14.63,7.33,124,2,95.43,11.84,"Equipo_2","Database","Medium","Success"
3.57,6.43,103,1,63,4.75,"Equipo_1","API","Low","Success"
13.5,8.13,125,1,45.42,30.19,"Equipo_5","Payments","Medium","Failed"
7.75,5.83,106,3,91.58,17.17,"Equipo_3","Database","Medium","Success"
8.06,9.55,116,1,77.86,7.31,"Equipo_1","Payments","Medium","Rolled_Back"
2.78,7.43,130,1,64.56,6.44,"Equipo_1","Payments","Medium","Success"
6.46,7.73,139,1,54.63,7.94,"Equipo_4","API","Low","Failed"
18.89,7.46,129,1,75.83,11.07,"Equipo_5","API","Medium","Success"
12.12,12.47,107,1,63.86,5.07,"Equipo_2","Dashboard","Medium","Success"
14.93,11.31,115,1,90.44,9.18,"Equipo_4","Auth","High","Failed"
7.86,8.16,108,0,91.28,16.75,"Equipo_4","Payments","Medium","Success"
14.37,10.5,124,2,86.49,7.05,"Equipo_2","Dashboard","Medium","Success"
15.67,9.64,126,3,71.28,3.86,"Equipo_2","Payments","Low","Success"
5.87,9.5,94,1,90.28,31.72,"Equipo_4","Auth","Medium","Success"
8.06,2.7,118,0,63.6,2.97,"Equipo_3","Payments","Medium","Success"
17.59,11.66,118,0,78.64,16.28,"Equipo_1","Payments","Low","Success"
5.29,7.09,128,0,57.56,5.93,"Equipo_1","Auth","Medium","Success"
12.24,10.33,111,4,66.76,48.05,"Equipo_3","Database","Low","Success"
8.39,12.57,126,0,72.38,47.23,"Equipo_2","Database","Medium","Success"
8.47,6.62,114,0,69.01,51.44,"Equipo_2","API","Medium","Success"
13.99,4.18,124,2,64.66,5.67,"Equipo_2","Dashboard","Low","Success"
13.27,12.39,125,0,52.3,60.56,"Equipo_5","Payments","Low","Success"
11.17,10.18,133,3,97.09,23.46,"Equipo_5","Auth","Medium","Success"
7.39,5.06,128,0,53.89,19.12,"Equipo_5","Payments","Low","Success"
9.33,6.8,119,5,98.98,26.95,"Equipo_4","Payments","Medium","Rolled_Back"
11.02,5.8,125,2,81.1,42.11,"Equipo_4","Database","High","Success"
4.19,6.94,128,0,77,23.57,"Equipo_3","Database","Low","Failed"
11.87,10.6,124,2,93.2,16.69,"Equipo_4","Database","Medium","Success"
11.22,11.9,139,3,89.88,43.22,"Equipo_4","API","High","Success"
9.3,9.83,108,2,76.91,42.35,"Equipo_4","Database","Medium","Success"
13.59,3,115,1,53.62,9.38,"Equipo_3","API","Low","Failed"
10.36,5.65,144,1,61.01,16.83,"Equipo_4","Payments","High","Success"
8.42,7.89,117,4,94.3,3.29,"Equipo_3","API","Low","Success"
3.14,6.2,117,2,88.55,8.75,"Equipo_3","Database","Medium","Success"
13.19,5.01,138,3,89.28,23.36,"Equipo_2","Dashboard","Low","Success"
9.92,9.06,103,3,91.27,6.18,"Equipo_1","Database","Medium","Success"
7.05,8.83,135,4,68.3,20.65,"Equipo_2","API","Low","Success"
5.46,9.1,116,1,82.58,23.09,"Equipo_4","Payments","Medium","Success"
10.21,10.26,104,1,64.9,29.3,"Equipo_5","Dashboard","Medium","Success"
13.61,11.81,113,0,58.72,20.04,"Equipo_3","Auth","Low","Success"
4.82,5.88,125,2,67.21,7.67,"Equipo_4","Dashboard","Low","Success"
5.53,8.73,107,2,86.08,6.65,"Equipo_5","Payments","Low","Success"
5.97,11.37,113,1,59.62,8.27,"Equipo_1","API","Medium","Success"
10.7,7.49,112,0,99.09,12.96,"Equipo_4","Database","Medium","Success"
12.41,6.78,115,2,75.72,10.49,"Equipo_2","Dashboard","Critical","Success"
11.78,8.35,112,4,62.4,17.92,"Equipo_5","API","Low","Success"
6.66,4.69,117,2,52.93,4.92,"Equipo_5","Dashboard","Medium","Success"
6.37,5.59,135,1,82.97,11.83,"Equipo_5","Payments","Low","Success"
13.33,7.91,134,1,64.49,10.85,"Equipo_2","API","Medium","Success"
22.79,8.35,123,1,67.59,30.45,"Equipo_1","Database","Low","Success"
10.21,7.35,107,0,54.14,32.78,"Equipo_2","Auth","Critical","Success"
9.44,9.12,128,2,65.62,12.08,"Equipo_3","Payments","Medium","Success"
11.25,5.91,100,1,46,19.49,"Equipo_2","Auth","Medium","Failed"
9.01,9,97,0,50.95,25.3,"Equipo_5","Dashboard","Low","Success"
4.03,4.47,119,1,58.81,34.49,"Equipo_3","Dashboard","Medium","Failed"
5.9,8.35,113,1,46.37,15.23,"Equipo_5","API","High","Failed"
3.31,6.54,118,0,75.14,27.03,"Equipo_3","Payments","Medium","Success"
9.41,8.35,112,1,91.75,4.25,"Equipo_5","Dashboard","High","Success"
8.98,8.89,111,3,72.01,9.71,"Equipo_4","API","Medium","Success"
11.27,5.38,118,5,56.81,26.59,"Equipo_3","Auth","Medium","Success"
7.08,8.73,113,3,68.33,2.46,"Equipo_1","Payments","Medium","Success"
5.93,9.44,133,2,57.94,32.85,"Equipo_4","Auth","Low","Failed"
6.56,9.21,103,1,61.25,24.81,"Equipo_4","Database","Medium","Success"
5.88,12.5,130,1,55.19,15.76,"Equipo_4","API","Low","Failed"
7.29,11.08,129,2,55.88,63.59,"Equipo_2","API","High","Failed"
3.48,8.84,113,0,76.96,24.1,"Equipo_5","Database","Medium","Success"
8.07,10.37,121,3,77.05,19.87,"Equipo_4","Payments","Critical","Success"
6.06,13.07,118,2,47.27,32.82,"Equipo_4","Dashboard","Medium","Success"
1.73,7.3,121,1,83.09,36.49,"Equipo_3","Dashboard","Low","Success"
5.9,4.95,117,1,54.63,7.13,"Equipo_2","Database","Medium","Success"
9.47,6.53,130,3,71.29,32.37,"Equipo_2","Auth","Low","Success"
7.68,6.4,118,2,48.76,13.37,"Equipo_5","API","Medium","Success"
5.47,13.03,136,1,89.7,13.16,"Equipo_2","Database","Medium","Success"
10.42,10.76,131,1,98.88,15.07,"Equipo_3","Dashboard","Medium","Success"
6.96,8.21,137,8,45.56,3.74,"Equipo_2","Database","Medium","Success"
10.48,5.59,102,4,47.12,34.01,"Equipo_3","Payments","Low","Success"
19.51,7.97,102,0,89.59,17.23,"Equipo_3","Payments","Low","Success"
7.52,10.56,134,0,54.28,22.38,"Equipo_5","Database","Low","Success"
6.94,5.27,121,3,46.67,29.12,"Equipo_5","API","Medium","Success"
7.13,2.94,122,1,74.18,35.5,"Equipo_4","Dashboard","High","Success"
10.42,10.17,99,4,90.7,4.35,"Equipo_2","Dashboard","Medium","Success"
7.16,4.39,123,2,56.68,35.94,"Equipo_5","Dashboard","Low","Success"
9.43,11.1,106,7,96.75,10.58,"Equipo_5","Dashboard","Low","Success"
5.67,9.94,139,2,48.92,28.45,"Equipo_3","API","High","Success"
12.19,3.98,105,3,76.46,1.86,"Equipo_5","Dashboard","Low","Success"
15.38,7.76,118,1,91.69,9.3,"Equipo_5","Database","Critical","Success"
16.5,4.75,117,3,89.35,10.58,"Equipo_4","Dashboard","Medium","Success"
9.38,3.35,122,0,69.1,16,"Equipo_3","Database","Low","Success"
14.85,6.21,117,0,57.31,20.38,"Equipo_1","Database","Low","Success"
14.6,6.6,136,1,74.29,25.66,"Equipo_4","Payments","Medium","Success"
4.69,11.03,131,3,46.72,21.78,"Equipo_1","Payments","Low","Rolled_Back"
4.98,7.99,122,0,47.72,25.06,"Equipo_3","API","Medium","Success"
9.51,8.51,100,1,57.84,44.81,"Equipo_4","Auth","Low","Success"
6.91,6.02,122,0,94.21,39.1,"Equipo_5","Dashboard","Medium","Success"
5.11,7.62,102,1,98.88,5.6,"Equipo_5","Auth","Medium","Success"
7.19,7.38,115,1,79.58,9.4,"Equipo_3","Payments","Low","Success"
16.33,7.47,119,1,55.33,4.41,"Equipo_2","Database","Low","Success"
5.74,8.87,107,3,73.57,19.91,"Equipo_3","Database","Medium","Success"
9.65,8.55,133,1,56.89,5.24,"Equipo_5","Database","Low","Success"
6.58,0.5,120,1,53.6,18.66,"Equipo_1","Dashboard","Low","Rolled_Back"
10.54,8.33,136,1,67.48,13.86,"Equipo_1","Database","Low","Success"
12.57,8.48,123,3,72.79,30.1,"Equipo_3","Database","Low","Success"
19.82,6.86,128,2,95.66,32.2,"Equipo_5","Database","Medium","Success"
11.09,10.97,118,1,83.13,9.66,"Equipo_5","Dashboard","Low","Failed"
5.82,6.18,113,1,81.39,2.68,"Equipo_4","Auth","Low","Success"
6.64,8.7,112,2,91.46,4.81,"Equipo_2","Auth","High","Rolled_Back"
11.47,10.1,138,3,63.42,52.8,"Equipo_5","API","Medium","Success"
9.39,8.56,152,3,78.89,18.02,"Equipo_2","API","Medium","Success"
25.73,7.52,107,0,99.81,37.56,"Equipo_3","Auth","Medium","Success"
5.9,5.04,129,1,60.25,21.19,"Equipo_3","Payments","High","Success"
16.73,10.68,121,1,93.32,11.96,"Equipo_1","API","High","Success"
7.19,6.12,119,2,92.11,21.57,"Equipo_2","Dashboard","Low","Success"
14.77,10.44,134,1,87.53,11.9,"Equipo_1","API","Medium","Success"
15.29,9.87,113,3,51.59,7.17,"Equipo_2","API","Medium","Rolled_Back"
15.15,9.75,139,1,96.98,4.33,"Equipo_2","Payments","Low","Success"
8.86,7.36,115,1,95.01,30.62,"Equipo_4","Auth","Medium","Success"
11.91,2.29,107,2,97.92,13.91,"Equipo_3","Payments","Medium","Success"
8.61,9.59,123,5,73.21,7.4,"Equipo_1","API","Medium","Success"
11.33,6.86,135,6,61.76,28.78,"Equipo_5","Database","Medium","Success"
13.96,5.38,112,1,63.77,53.84,"Equipo_2","Auth","Low","Failed"
5.95,5.15,115,4,81.5,20.55,"Equipo_4","Auth","Low","Success"
12.34,6.61,118,2,58.35,15.41,"Equipo_2","API","High","Success"
15.84,7.04,110,2,57.08,87.28,"Equipo_4","Auth","Critical","Success"
12.08,10.46,128,2,61.85,29.16,"Equipo_2","Auth","Low","Success"
9.39,8.75,109,1,55.7,27.19,"Equipo_4","Payments","Medium","Success"
18.88,6.68,120,1,65.7,15.32,"Equipo_4","Dashboard","Medium","Success"
8.14,8.35,112,2,96.04,22.43,"Equipo_4","API","Low","Failed"
2.73,10.35,124,4,95.16,48.54,"Equipo_5","API","Low","Success"
2.65,6.41,142,0,59.62,13.71,"Equipo_4","Database","Medium","Success"
12.08,11.21,128,1,86.98,51.1,"Equipo_5","Dashboard","Low","Success"
7.06,6.54,113,4,70.86,13.16,"Equipo_4","Payments","Low","Success"
6.2,7.42,127,1,71.28,12.45,"Equipo_4","API","Low","Success"
11.55,8.42,129,0,60.47,38.37,"Equipo_1","Auth","Low","Rolled_Back"
14.91,10.43,113,1,98.32,22.61,"Equipo_3","Payments","Medium","Success"
9.91,12.3,122,1,71.18,15.66,"Equipo_5","Auth","Critical","Failed"
6.11,10.11,128,1,70.66,38.24,"Equipo_3","Payments","High","Success"
7.64,3.32,122,0,90.42,27.03,"Equipo_5","Dashboard","Medium","Success"
8.43,5.72,151,1,54.46,9.4,"Equipo_1","API","Medium","Success"
23.67,7.7,129,1,57.71,18.24,"Equipo_5","Dashboard","Medium","Success"
4.94,6.43,119,3,98.32,5.32,"Equipo_2","Dashboard","Medium","Success"
7.15,6.8,122,2,80.48,10.32,"Equipo_2","API","Medium","Success"
9.91,8.17,115,4,46.16,18.97,"Equipo_5","Payments","Medium","Success"
7.6,5.76,112,0,66.04,16.53,"Equipo_2","Payments","Low","Success"
